datesold,price,suburb,postcode,lat,lon,parking,bathrooms,bedrooms,propertyType,suburbid
2/07/2016,787000,Wright,2611,-35.317478,149.034126,2,2,4,house,ACT907
3/07/2016,875000,Dickson,2602,-35.253787,149.145074,2,2,3,house,ACT102
4/07/2016,450000,Belconnen,2617,-35.232981,149.060112,2,2,3,house,ACT559
4/07/2016,350000,Kambah,2902,-35.388435,149.055356,2,2,3,house,ACT601
4/07/2016,413200,Dunlop,2615,-35.191597,149.017689,1,1,3,house,ACT578
4/07/2016,495000,Gilmore,2905,-35.422949,149.138521,2,1,3,house,ACT608
4/07/2016,608000,Bonner,2914,-35.153027,149.137805,2,2,4,house,ACT719
4/07/2016,660000,Duffy,2611,-35.333405,149.032601,1,1,4,house,ACT446
4/07/2016,774000,Casey,2913,-35.173202,149.094784,2,2,4,house,ACT903
5/07/2016,450000,Ngunnawal,2913,-35.169976,149.113854,2,1,3,house,ACT706
5/07/2016,365000,Weston,2611,-35.332664,149.058004,1,1,2,house,ACT441
5/07/2016,367500,Charnwood,2615,-35.198686,149.029571,2,1,3,house,ACT570
5/07/2016,385000,Oxley,2903,-35.409606,149.075938,1,1,2,house,ACT623
5/07/2016,418000,Chisholm,2905,-35.423142,149.113833,0,1,3,house,ACT609
5/07/2016,500000,Kambah,2902,-35.38022,149.061131,1,1,3,house,ACT601
5/07/2016,540000,Rivett,2611,-35.344432,149.042665,2,1,4,house,ACT445
5/07/2016,607500,Dunlop,2615,-35.201443,149.013655,2,2,4,house,ACT578
5/07/2016,620000,Flynn,2615,-35.214436,149.043454,2,2,4,house,ACT571
5/07/2016,741000,Harrison,2914,-35.191723,149.15303,2,3,4,house,ACT711
5/07/2016,861000,Downer,2602,-35.247986,149.141363,2,3,4,house,ACT124
6/07/2016,675000,Evatt,2617,-35.219908,149.059287,2,2,4,house,ACT574
6/07/2016,450000,City,2601,-35.281662,149.134286,1,1,1,house,ACT108
6/07/2016,675000,Waramanga,2611,-35.34882,149.063909,3,1,3,house,ACT442
6/07/2016,385000,Ngunnawal,2913,-35.177672,149.115405,2,1,3,house,ACT706
6/07/2016,393000,Melba,2615,-35.217523,149.050008,1,2,2,house,ACT572
6/07/2016,395000,Banks,2906,-35.470638,149.095372,1,1,3,house,ACT614
6/07/2016,420000,Hawker,2614,-35.245464,149.042232,1,1,3,house,ACT563
6/07/2016,430000,Ngunnawal,2913,-35.176461,149.106866,1,1,3,house,ACT706
6/07/2016,450000,Kambah,2902,-35.384528,149.057495,1,2,3,house,ACT601
6/07/2016,455000,McKellar,2617,-35.219331,149.074338,1,1,2,house,ACT575
6/07/2016,541000,Harrison,2914,-35.191544,149.156321,2,2,4,house,ACT711
6/07/2016,550000,Richardson,2905,-35.42991,149.124562,2,2,4,house,ACT607
6/07/2016,580000,Kambah,2902,-35.379849,149.068015,1,3,4,house,ACT601
6/07/2016,625000,Wanniassa,2903,-35.397827,149.092601,2,2,4,house,ACT602
6/07/2016,635000,Franklin,2913,-35.204783,149.137732,2,2,4,house,ACT902
6/07/2016,696000,Amaroo,2914,-35.170593,149.12802,2,1,4,house,ACT707
6/07/2016,760000,Melba,2615,-35.204004,149.058513,5,1,4,house,ACT572
7/07/2016,550000,Banks,2906,-35.472073,149.095749,2,2,3,house,ACT614
7/07/2016,675000,Bonner,2914,-35.153601,149.145685,2,2,4,house,ACT719
7/07/2016,350000,Kambah,2902,-35.392671,149.074644,1,2,2,house,ACT601
7/07/2016,550000,Scullin,2614,-35.238162,149.032466,1,2,4,house,ACT564
7/07/2016,875000,Braddon,2612,-35.265475,149.133592,4,2,3,house,ACT106
7/07/2016,550000,Banks,2906,-35.470638,149.095372,2,2,3,house,ACT614
7/07/2016,550000,Macquarie,2614,-35.250164,149.058466,2,1,3,house,ACT558
7/07/2016,450000,Kambah,2902,-35.388079,149.049661,2,2,4,house,ACT601
7/07/2016,675000,Aranda,2614,-35.258423,149.085991,2,2,4,house,ACT556
7/07/2016,445000,Florey,2615,-35.221636,149.053327,2,1,3,house,ACT560
7/07/2016,446000,Holt,2615,-35.222249,149.006752,2,3,3,house,ACT568
7/07/2016,463000,Gordon,2906,-35.462245,149.089033,2,1,3,house,ACT616
7/07/2016,483000,Gilmore,2905,-35.419043,149.132944,2,1,3,house,ACT608
7/07/2016,510000,Dunlop,2615,-35.198513,149.02411,3,2,3,house,ACT578
7/07/2016,520000,Greenway,2900,-35.401156,149.073084,2,2,3,house,ACT615
7/07/2016,546000,Macquarie,2614,-35.252756,149.05949,4,1,3,house,ACT558
7/07/2016,560000,Amaroo,2914,-35.16683,149.124615,2,2,4,house,ACT707
7/07/2016,573000,Mawson,2607,-35.356964,149.099522,2,2,3,house,ACT333
7/07/2016,692000,Forde,2914,-35.173842,149.148512,3,2,4,house,ACT716
7/07/2016,722000,Isaacs,2607,-35.369863,149.112095,2,2,4,house,ACT336
8/07/2016,450000,Ngunnawal,2913,-35.168635,149.107618,1,2,3,house,ACT706
8/07/2016,675000,Higgins,2615,-35.238849,149.027811,2,2,4,house,ACT567
8/07/2016,675000,Higgins,2615,-35.2381,149.027166,3,2,4,house,ACT567
8/07/2016,350000,Calwell,2905,-35.437186,149.09563,1,1,3,house,ACT611
8/07/2016,550000,Macquarie,2614,-35.253117,149.058506,1,1,4,house,ACT558
8/07/2016,450000,Banks,2906,-35.472073,149.095749,0,1,3,house,ACT614
8/07/2016,395000,Phillip,2606,-35.347926,149.093702,2,2,2,house,ACT338
8/07/2016,395000,Oxley,2903,-35.409606,149.075938,1,1,2,house,ACT623
8/07/2016,413000,Dunlop,2615,-35.195657,149.019135,1,2,3,house,ACT578
8/07/2016,529000,Dunlop,2615,-35.195741,149.015408,2,2,4,house,ACT578
8/07/2016,535000,Bruce,2617,-35.246069,149.097515,2,2,3,house,ACT555
8/07/2016,670000,Palmerston,2913,-35.189507,149.116812,2,2,4,house,ACT709
8/07/2016,796000,Crace,2911,-35.205651,149.108716,2,2,4,house,ACT904
8/07/2016,840000,Crace,2911,-35.206096,149.108633,2,2,4,house,ACT904
8/07/2016,860000,Garran,2605,-35.343074,149.109809,2,2,3,house,ACT330
9/07/2016,875000,Weetangera,2614,-35.249668,149.04544,2,2,3,house,ACT562
9/07/2016,875000,Bruce,2617,-35.236876,149.093512,2,2,4,house,ACT555
9/07/2016,185000,Scullin,2614,-35.233405,149.042091,2,1,1,house,ACT564
9/07/2016,400000,Banks,2906,-35.472073,149.095749,3,1,3,house,ACT614
9/07/2016,415000,Belconnen,2617,-35.24237,149.069713,1,1,3,house,ACT559
9/07/2016,425000,Scullin,2614,-35.237254,149.034223,3,1,3,house,ACT564
9/07/2016,426000,Flynn,2615,-35.210817,149.043344,2,2,4,house,ACT571
9/07/2016,430000,Holt,2615,-35.220368,149.019813,2,2,3,house,ACT568
9/07/2016,440000,Wanniassa,2903,-35.398548,149.09221,1,2,3,house,ACT602
9/07/2016,496000,Higgins,2615,-35.234571,149.026626,2,2,4,house,ACT567
9/07/2016,497500,Calwell,2905,-35.443042,149.116774,2,2,3,house,ACT611
9/07/2016,515000,Waramanga,2611,-35.347601,149.063398,2,1,3,house,ACT442
9/07/2016,515000,Kambah,2902,-35.388292,149.053066,0,1,4,house,ACT601
9/07/2016,554000,Isabella Plains,2905,-35.431628,149.10434,2,2,4,house,ACT612
9/07/2016,570000,Latham,2615,-35.213356,149.031247,1,2,4,house,ACT566
9/07/2016,660000,Gilmore,2905,-35.422244,149.136707,2,1,4,house,ACT608
9/07/2016,671000,Fisher,2611,-35.361403,149.06471,2,1,4,house,ACT443
9/07/2016,675000,Belconnen,2617,-35.23529,149.061011,1,3,3,house,ACT559
9/07/2016,750000,Narrabundah,2604,-35.343587,149.141961,2,1,3,house,ACT218
9/07/2016,780000,Dickson,2602,-35.251435,149.146452,2,2,4,house,ACT102
9/07/2016,857000,Garran,2605,-35.339347,149.104281,6,2,4,house,ACT330
9/07/2016,885000,Ainslie,2602,-35.255859,149.15528,2,3,3,house,ACT104
9/07/2016,1130000,Coombs,2611,-35.316739,149.043598,2,3,4,house,ACT906
9/07/2016,1370000,Griffith,2603,-35.328247,149.137348,1,1,2,house,ACT220
11/07/2016,350000,Calwell,2905,-35.441406,149.096248,1,1,3,house,ACT611
11/07/2016,450000,Flynn,2615,-35.205441,149.043427,6,3,3,house,ACT571
11/07/2016,461500,Macarthur,2904,-35.407549,149.132786,2,1,3,house,ACT606
11/07/2016,480000,Dunlop,2615,-35.191771,149.023174,2,2,4,house,ACT578
11/07/2016,490000,Casey,2913,-35.15793,149.097727,2,4,3,house,ACT903
12/07/2016,550000,Amaroo,2914,-35.167332,149.1377,2,2,4,house,ACT707
12/07/2016,875000,Farrer,2607,-35.378896,149.111085,1,2,3,house,ACT334
12/07/2016,550000,Gordon,2906,-35.467716,149.087733,2,2,4,house,ACT616
12/07/2016,390000,Kambah,2902,-35.398223,149.061569,2,2,3,house,ACT601
12/07/2016,390000,Richardson,2905,-35.422107,149.108523,4,1,3,house,ACT607
12/07/2016,422500,Belconnen,2617,-35.239515,149.068164,1,2,3,house,ACT559
12/07/2016,442000,MacGregor,2615,-35.208454,149.00115,2,2,3,house,ACT569
12/07/2016,450000,Calwell,2905,-35.4353,149.107117,2,1,3,house,ACT611
12/07/2016,456000,Charnwood,2615,-35.196286,149.033755,2,2,4,house,ACT570
12/07/2016,507500,Rivett,2611,-35.344931,149.038199,1,2,3,house,ACT445
12/07/2016,550500,Harrison,2914,-35.196983,149.159049,2,2,4,house,ACT711
12/07/2016,590000,Ngunnawal,2913,-35.170797,149.108087,2,2,4,house,ACT706
12/07/2016,675000,Kambah,2902,-35.387907,149.078369,2,1,4,house,ACT601
12/07/2016,690000,Conder,2906,-35.457157,149.102965,3,2,4,house,ACT613
12/07/2016,1350000,Chapman,2611,-35.36472,149.042288,2,3,4,house,ACT444
13/07/2016,875000,Casey,2913,-35.164709,149.098226,2,2,4,house,ACT903
13/07/2016,2000000,Deakin,2600,-35.317009,149.104249,2,1,3,house,ACT215
13/07/2016,440000,Evatt,2617,-35.208185,149.073866,3,2,3,house,ACT574
13/07/2016,465000,Richardson,2905,-35.433759,149.121484,2,1,4,house,ACT607
13/07/2016,485000,Kambah,2902,-35.401914,149.062976,2,1,4,house,ACT601
13/07/2016,517000,Chisholm,2905,-35.418459,149.124736,3,3,3,house,ACT609
13/07/2016,686000,Kaleen,2617,-35.234233,149.095717,2,4,4,house,ACT553
14/07/2016,550000,Coombs,2611,-35.31544,149.038466,2,2,4,house,ACT906
14/07/2016,450000,Coombs,2611,-35.322896,149.04499,2,3,3,house,ACT906
14/07/2016,337000,Isabella Plains,2905,-35.430521,149.091943,1,1,3,house,ACT612
14/07/2016,405000,Gordon,2906,-35.46698,149.090005,0,1,3,house,ACT616
14/07/2016,467500,MacGregor,2615,-35.215675,149.00085,1,1,3,house,ACT569
14/07/2016,500000,Scullin,2614,-35.237465,149.032855,3,1,3,house,ACT564
14/07/2016,538500,Forrest,2603,-35.316456,149.129359,1,1,2,house,ACT216
14/07/2016,580000,Franklin,2913,-35.200034,149.136917,2,2,3,house,ACT902
14/07/2016,585000,MacGregor,2615,-35.207845,149.005264,2,2,4,house,ACT569
14/07/2016,585000,Amaroo,2914,-35.168279,149.129884,1,2,3,house,ACT707
14/07/2016,620000,Isabella Plains,2905,-35.4241,149.086166,2,3,7,house,ACT612
14/07/2016,700000,Harrison,2914,-35.194555,149.158117,2,2,4,house,ACT711
15/07/2016,875000,Forde,2914,-35.171096,149.147747,2,2,5,house,ACT716
15/07/2016,450000,Lyneham,2602,-35.256114,149.130477,1,1,2,house,ACT101
15/07/2016,340000,Ngunnawal,2913,-35.177294,149.109034,1,1,3,house,ACT706
15/07/2016,389000,Phillip,2606,-35.350492,149.093156,1,1,2,house,ACT338
15/07/2016,475000,Monash,2904,-35.417989,149.080547,4,1,3,house,ACT603
15/07/2016,536000,Crace,2911,-35.203847,149.105934,2,2,3,house,ACT904
15/07/2016,580000,Forde,2914,-35.175115,149.144104,2,2,5,house,ACT716
15/07/2016,710000,Kaleen,2617,-35.225189,149.116567,4,2,4,house,ACT553
16/07/2016,875000,Farrer,2607,-35.370419,149.103808,4,1,4,house,ACT334
16/07/2016,415250,Ngunnawal,2913,-35.17914,149.118151,1,1,3,house,ACT706
16/07/2016,467000,Latham,2615,-35.218267,149.030729,0,3,3,house,ACT566
16/07/2016,510000,Watson,2602,-35.228247,149.163002,2,1,2,house,ACT125
16/07/2016,531000,Calwell,2905,-35.434225,149.103711,2,1,3,house,ACT611
16/07/2016,680000,Fisher,2611,-35.364509,149.051121,2,2,6,house,ACT443
16/07/2016,755500,Evatt,2617,-35.216397,149.067122,2,2,4,house,ACT574
16/07/2016,790000,Downer,2602,-35.243342,149.146227,1,1,3,house,ACT124
16/07/2016,891000,Crace,2911,-35.207056,149.108328,2,2,4,house,ACT904
16/07/2016,1127000,Bruce,2617,-35.244954,149.07705,2,2,5,house,ACT555
16/07/2016,1210000,Deakin,2600,-35.320932,149.103723,2,3,4,house,ACT215
16/07/2016,1520000,Nicholls,2913,-35.185502,149.097449,4,3,5,house,ACT708
18/07/2016,356000,Isabella Plains,2905,-35.432409,149.09403,1,1,3,house,ACT612
18/07/2016,415000,Spence,2615,-35.202749,149.06644,2,1,3,house,ACT576
18/07/2016,415000,Spence,2615,-35.204061,149.062411,0,2,3,house,ACT576
18/07/2016,421000,Evatt,2617,-35.211039,149.062841,1,1,3,house,ACT574
18/07/2016,540000,Conder,2906,-35.467542,149.11136,2,2,4,house,ACT613
18/07/2016,659000,Holder,2611,-35.340039,149.049629,2,1,3,house,ACT447
18/07/2016,776000,Bonython,2905,-35.436348,149.088307,2,2,4,house,ACT619
18/07/2016,1191500,Ainslie,2602,-35.263867,149.142648,2,2,3,house,ACT104
19/07/2016,560000,Kambah,2902,-35.379498,149.071197,0,1,5,house,ACT601
20/07/2016,415000,Belconnen,2617,-35.247478,149.07252,2,2,3,house,ACT559
20/07/2016,485000,Kambah,2902,-35.400396,149.064065,2,1,3,house,ACT601
20/07/2016,533000,Dunlop,2615,-35.203366,149.015774,2,2,4,house,ACT578
20/07/2016,550000,Curtin,2605,-35.332272,149.079178,2,2,3,house,ACT328
20/07/2016,551000,Kaleen,2617,-35.218906,149.111454,1,2,3,house,ACT553
20/07/2016,675000,Gungahlin,2912,-35.182873,149.140365,0,2,4,house,ACT710
20/07/2016,677000,Chisholm,2905,-35.419656,149.125732,2,2,4,house,ACT609
20/07/2016,780000,O'Connor,2602,-35.224602,149.16855,4,1,3,house,ACT103
20/07/2016,790000,Dickson,2602,-35.254575,149.141766,1,1,3,house,ACT102
20/07/2016,862000,Wright,2611,-35.323365,149.040631,2,5,7,house,ACT907
21/07/2016,320000,MacGregor,2615,-35.208445,149.000652,1,2,2,house,ACT569
21/07/2016,482500,Dunlop,2615,-35.201225,149.015717,1,2,3,house,ACT578
21/07/2016,585000,Calwell,2905,-35.433933,149.098078,2,3,5,house,ACT611
21/07/2016,626000,Kaleen,2617,-35.229497,149.110325,2,2,4,house,ACT553
22/07/2016,450000,MacGregor,2615,-35.209427,149.005415,2,2,3,house,ACT569
22/07/2016,875000,Gungahlin,2912,-35.18472,149.145141,2,2,4,house,ACT710
22/07/2016,675000,Forde,2914,-35.174524,149.142198,2,2,4,house,ACT716
22/07/2016,360000,Page,2614,-35.239437,149.050238,1,1,2,house,ACT561
22/07/2016,395000,Gordon,2906,-35.469043,149.087001,1,1,3,house,ACT616
22/07/2016,450000,Franklin,2913,-35.203796,149.141253,2,2,3,house,ACT902
22/07/2016,545000,Rivett,2611,-35.348397,149.032097,2,1,3,house,ACT445
23/07/2016,550000,Casey,2913,-35.162905,149.098486,2,2,4,house,ACT903
23/07/2016,432000,Bonner,2914,-35.160603,149.139175,2,2,3,house,ACT719
23/07/2016,440000,Phillip,2606,-35.351739,149.098676,2,1,2,house,ACT338
23/07/2016,461100,Fisher,2611,-35.356488,149.050438,1,1,4,house,ACT443
23/07/2016,536000,Rivett,2611,-35.343056,149.045988,2,1,3,house,ACT445
23/07/2016,575000,Fisher,2611,-35.35607,149.051678,1,2,4,house,ACT443
23/07/2016,640000,Chifley,2606,-35.356749,149.076488,0,2,3,house,ACT337
23/07/2016,672000,Waramanga,2611,-35.355083,149.064864,2,1,4,house,ACT442
23/07/2016,750000,Palmerston,2913,-35.194246,149.124253,3,2,4,house,ACT709
23/07/2016,775000,Chifley,2606,-35.34911,149.080596,2,2,4,house,ACT337
23/07/2016,860000,Forde,2914,-35.172558,149.150843,2,2,4,house,ACT716
23/07/2016,1000000,Chapman,2611,-35.352833,149.029187,2,2,4,house,ACT444
23/07/2016,1200000,O'Connor,2602,-35.239191,149.156308,2,1,4,house,ACT103
23/07/2016,1335000,Red Hill,2603,-35.336711,149.128529,3,3,4,house,ACT221
23/07/2016,1885000,Forrest,2603,-35.317537,149.126216,2,2,3,house,ACT216
25/07/2016,450000,Kambah,2902,-35.385491,149.070232,2,2,3,house,ACT601
25/07/2016,542500,Calwell,2905,-35.437359,149.104384,3,1,3,house,ACT611
25/07/2016,545000,Harrison,2914,-35.202794,149.151333,2,2,3,house,ACT711
25/07/2016,638500,Crace,2911,-35.205675,149.108878,2,2,4,house,ACT904
25/07/2016,764000,Chifley,2606,-35.354577,149.076473,2,1,4,house,ACT337
25/07/2016,910000,Flynn,2615,-35.20106,149.051277,2,2,4,house,ACT571
25/07/2016,1210000,Nicholls,2913,-35.181951,149.085529,4,3,5,house,ACT708
26/07/2016,285000,Bonython,2905,-35.433548,149.086305,1,1,2,house,ACT619
26/07/2016,395000,Crace,2911,-35.201317,149.104916,1,2,2,house,ACT904
26/07/2016,578000,Kambah,2902,-35.375301,149.058293,2,2,5,house,ACT601
26/07/2016,590000,Gordon,2906,-35.466392,149.084262,2,2,4,house,ACT616
26/07/2016,603000,Bonner,2914,-35.154164,149.137659,2,2,4,house,ACT719
26/07/2016,665000,Amaroo,2914,-35.168147,149.120051,2,2,4,house,ACT707
26/07/2016,955168,Narrabundah,2604,-35.338533,149.149463,1,1,3,house,ACT218
27/07/2016,490000,Bonner,2914,-35.162793,149.143065,1,2,3,house,ACT719
27/07/2016,495000,Fisher,2611,-35.362265,149.060723,1,1,3,house,ACT443
27/07/2016,502000,MacGregor,2615,-35.216632,149.002613,1,2,3,house,ACT569
27/07/2016,550000,Bruce,2617,-35.246069,149.097565,2,2,3,house,ACT555
27/07/2016,621000,Rivett,2611,-35.345094,149.038096,3,1,3,house,ACT445
27/07/2016,680000,Flynn,2615,-35.200321,149.046602,3,1,4,house,ACT571
27/07/2016,1000000,Ngunnawal,2913,-35.165752,149.11371,4,2,4,house,ACT706
27/07/2016,1130000,Turner,2612,-35.267271,149.126038,2,2,3,house,ACT105
28/07/2016,2000000,Weston,2611,-35.344366,149.056568,2,1,4,house,ACT441
28/07/2016,415000,Charnwood,2615,-35.194489,149.036953,2,1,3,house,ACT570
28/07/2016,425000,Calwell,2905,-35.442158,149.097511,1,1,3,house,ACT611
28/07/2016,430000,Holt,2615,-35.230307,149.011015,2,2,3,house,ACT568
28/07/2016,435000,Gordon,2906,-35.461565,149.08316,2,1,3,house,ACT616
28/07/2016,440000,Palmerston,2913,-35.195326,149.114376,2,1,3,house,ACT709
28/07/2016,455000,Casey,2913,-35.168925,149.098554,1,2,3,house,ACT903
28/07/2016,576000,Dunlop,2615,-35.191442,149.027924,2,2,4,house,ACT578
28/07/2016,590000,Gowrie,2904,-35.409112,149.112366,2,2,4,house,ACT604
28/07/2016,680000,Torrens,2607,-35.376655,149.092125,2,1,4,house,ACT332
28/07/2016,1425000,Yarralumla,2600,-35.31118,149.109474,2,3,5,house,ACT212
29/07/2016,350000,MacGregor,2615,-35.215621,149.017232,1,1,3,house,ACT569
29/07/2016,387500,Ngunnawal,2913,-35.165355,149.107974,0,1,3,house,ACT706
29/07/2016,458788,Franklin,2913,-35.198729,149.142092,2,1,3,house,ACT902
29/07/2016,500000,Scullin,2614,-35.236931,149.036937,1,1,3,house,ACT564
29/07/2016,516000,Amaroo,2914,-35.167459,149.124794,4,1,3,house,ACT707
29/07/2016,530000,Kambah,2902,-35.38482,149.065703,2,2,4,house,ACT601
29/07/2016,536000,Holder,2611,-35.34107,149.048469,3,1,3,house,ACT447
29/07/2016,597000,Kaleen,2617,-35.218431,149.112568,1,2,3,house,ACT553
29/07/2016,636000,Farrer,2607,-35.379843,149.107211,2,1,5,house,ACT334
29/07/2016,649000,Narrabundah,2604,-35.335999,149.149542,2,1,3,house,ACT218
29/07/2016,670000,Conder,2906,-35.455776,149.098788,3,2,5,house,ACT613
29/07/2016,677000,Torrens,2607,-35.36606,149.090346,3,1,3,house,ACT332
29/07/2016,702800,Palmerston,2913,-35.19209,149.115087,3,2,4,house,ACT709
29/07/2016,1240000,Forrest,2603,-35.319789,149.129476,2,2,4,house,ACT216
30/07/2016,875000,Oaks Estate,2620,-35.341379,149.230161,11,3,6,house,ACT801
30/07/2016,450000,Macquarie,2614,-35.253145,149.067528,1,1,2,house,ACT558
30/07/2016,512000,Giralang,2617,-35.215568,149.089473,3,1,3,house,ACT552
30/07/2016,520000,Isabella Plains,2905,-35.424604,149.085022,2,2,4,house,ACT612
30/07/2016,589000,Giralang,2617,-35.209949,149.105231,2,2,4,house,ACT552
30/07/2016,611500,Florey,2615,-35.223765,149.050867,4,1,4,house,ACT560
30/07/2016,711000,Farrer,2607,-35.375576,149.095573,0,1,3,house,ACT334
30/07/2016,730000,Fisher,2611,-35.359158,149.064714,1,3,4,house,ACT443
