datesold,price,suburb,postcode,lat,lon,parking,bathrooms,bedrooms,propertyType,suburbid
28/02/2014,410000,Ngunnawal,2913,-35.173673,149.110033,1,2,3,house,ACT706
28/02/2014,481000,Dunlop,2615,-35.202425,149.013041,1,2,3,house,ACT578
28/02/2014,500000,Watson,2602,-35.2262753,149.1671974,2,2,3,house,ACT125
28/02/2014,575000,Wanniassa,2903,-35.406934,149.086626,2,2,4,house,ACT602
28/02/2014,595000,Wanniassa,2903,-35.402775,149.086584,2,2,5,house,ACT602
28/02/2014,635000,Gordon,2906,-35.44579,149.083086,2,2,6,house,ACT616
28/02/2014,712500,Dickson,2602,-35.253409,149.145918,2,1,3,house,ACT102
28/02/2014,715000,Crace,2911,-35.207672,149.1106816,2,2,4,house,ACT904
1/03/2014,450000,Torrens,2607,-35.374837,149.09137,4,1,3,house,ACT332
1/03/2014,550000,Narrabundah,2604,-35.332678,149.142637,1,1,3,house,ACT218
1/03/2014,395000,Calwell,2905,-35.43743,149.094988,2,1,3,house,ACT611
1/03/2014,395000,Monash,2904,-35.412292,149.086184,2,2,3,house,ACT603
1/03/2014,422500,Duffy,2611,-35.339476,149.03452,2,2,3,house,ACT446
1/03/2014,445000,Monash,2904,-35.419262,149.084652,1,2,3,house,ACT603
1/03/2014,555500,Dunlop,2615,-35.192409,149.031761,2,2,4,house,ACT578
1/03/2014,610000,O'Connor,2602,-35.246595,149.136428,1,1,3,house,ACT103
1/03/2014,793000,Hughes,2605,-35.32932,149.100272,1,2,5,house,ACT327
1/03/2014,846000,Narrabundah,2604,-35.334259,149.157919,2,2,3,house,ACT218
1/03/2014,1200000,Red Hill,2603,-35.338708,149.124611,3,2,4,house,ACT221
3/03/2014,350000,Isabella Plains,2905,-35.430084,149.098139,1,1,3,house,ACT612
3/03/2014,299950,Ngunnawal,2913,-35.165305,149.113964,1,1,3,house,ACT706
3/03/2014,355000,Latham,2615,-35.216659,149.035245,1,1,2,house,ACT566
3/03/2014,370000,Ngunnawal,2913,-35.169275,149.107139,0,1,3,house,ACT706
3/03/2014,397500,Gordon,2906,-35.467625,149.089641,2,1,3,house,ACT616
3/03/2014,535000,Watson,2602,-35.232139,149.151515,3,2,3,house,ACT125
3/03/2014,540000,Calwell,2905,-35.445796,149.105458,2,2,4,house,ACT611
3/03/2014,634500,Forde,2914,-35.1647175,149.1461455,2,2,4,house,ACT716
3/03/2014,750000,Weetangera,2614,-35.245292,149.049235,1,2,4,house,ACT562
3/03/2014,885000,Amaroo,2914,-35.169936,149.1266075,2,2,5,house,ACT707
3/03/2014,928000,Yarralumla,2600,-35.302913,149.106306,3,1,3,house,ACT212
3/03/2014,1030000,Chapman,2611,-35.353454,149.030656,2,3,4,house,ACT444
4/03/2014,369000,Isabella Plains,2905,-35.426733,149.087092,2,1,3,house,ACT612
4/03/2014,410000,Florey,2615,-35.221506,149.060633,1,2,3,house,ACT560
4/03/2014,425000,Kambah,2902,-35.389535,149.035263,1,1,3,house,ACT601
4/03/2014,439950,Kambah,2902,-35.379952,149.062053,2,1,3,house,ACT601
4/03/2014,512500,Aranda,2614,-35.254693,149.074723,1,2,2,house,ACT556
4/03/2014,560000,Ainslie,2602,-35.266069,149.144867,0,1,3,house,ACT104
4/03/2014,600000,Watson,2602,-35.24201,149.161663,1,1,3,house,ACT125
4/03/2014,615000,Forde,2914,-35.1558978,149.1528818,2,2,4,house,ACT716
4/03/2014,660000,Ngunnawal,2913,-35.175099,149.114187,2,3,4,house,ACT706
4/03/2014,870000,Cook,2614,-35.259831,149.05944,2,1,6,house,ACT557
5/03/2014,350000,Latham,2615,-35.207429,149.030386,1,1,2,house,ACT566
5/03/2014,382500,MacGregor,2615,-35.217636,149.009029,1,1,2,house,ACT569
5/03/2014,422500,Phillip,2606,-35.3522539,149.0986983,2,1,3,house,ACT338
5/03/2014,430000,Kambah,2902,-35.391953,149.058743,4,1,3,house,ACT601
5/03/2014,442000,Monash,2904,-35.41218,149.099804,0,2,3,house,ACT603
5/03/2014,475000,Kambah,2902,-35.392894,149.049403,2,2,4,house,ACT601
5/03/2014,490000,Higgins,2615,-35.22821,149.024011,5,2,4,house,ACT567
5/03/2014,510000,Duffy,2611,-35.34094,149.031669,1,2,3,house,ACT446
5/03/2014,550000,Calwell,2905,-35.437542,149.103489,2,2,4,house,ACT611
5/03/2014,585000,Downer,2602,-35.239816,149.147424,1,1,3,house,ACT124
5/03/2014,612500,Franklin,2913,-35.199936,149.146596,2,1,4,house,ACT902
5/03/2014,640000,Kambah,2902,-35.385354,149.074758,2,2,4,house,ACT601
5/03/2014,645000,Ainslie,2602,-35.256989,149.142797,2,1,3,house,ACT104
5/03/2014,675000,Harrison,2914,-35.208132,149.153993,2,2,5,house,ACT711
5/03/2014,830000,Isaacs,2607,-35.372825,149.111339,2,3,5,house,ACT336
6/03/2014,450000,Evatt,2617,-35.212895,149.069777,2,2,4,house,ACT574
6/03/2014,357000,MacGregor,2615,-35.21649,149.011723,1,2,3,house,ACT569
6/03/2014,410000,Kambah,2902,-35.382555,149.065527,2,1,3,house,ACT601
6/03/2014,426000,Dunlop,2615,-35.195639,149.024362,2,2,3,house,ACT578
6/03/2014,457500,MacGregor,2615,-35.21236,149.002398,4,1,4,house,ACT569
6/03/2014,486000,Isabella Plains,2905,-35.426733,149.087092,2,2,3,house,ACT612
6/03/2014,510500,Theodore,2905,-35.453637,149.120359,2,2,3,house,ACT610
6/03/2014,546000,Harrison,2914,-35.189599,149.158043,2,3,4,house,ACT711
6/03/2014,560000,Wanniassa,2903,-35.397786,149.096109,3,2,4,house,ACT602
6/03/2014,565000,Watson,2602,-35.2262753,149.1671974,4,1,4,house,ACT125
6/03/2014,579000,Watson,2602,-35.228698,149.165812,1,1,3,house,ACT125
6/03/2014,630000,O'Connor,2602,-35.257453,149.122531,2,1,3,house,ACT103
6/03/2014,650000,Fraser,2615,-35.188668,149.047116,2,2,4,house,ACT577
6/03/2014,662000,Forde,2914,-35.163105,149.1461033,2,3,4,house,ACT716
6/03/2014,1210000,Nicholls,2913,-35.180569,149.102334,2,4,4,house,ACT708
7/03/2014,85000,Symonston,2609,-35.346583,149.154686,1,1,1,house,ACT803
7/03/2014,365000,Ngunnawal,2913,-35.1658424,149.1039465,1,1,3,house,ACT706
7/03/2014,372000,Calwell,2905,-35.441455,149.09956,2,1,3,house,ACT611
7/03/2014,393000,Hawker,2614,-35.244307,149.032599,1,1,2,house,ACT563
7/03/2014,400000,Banks,2906,-35.467881,149.096854,4,3,3,house,ACT614
7/03/2014,435000,Bonner,2914,-35.1572767,149.1346008,2,2,3,house,ACT719
7/03/2014,525000,Duffy,2611,-35.336053,149.030045,1,1,3,house,ACT446
7/03/2014,688000,Holder,2611,-35.331611,149.043539,1,3,4,house,ACT447
7/03/2014,1010000,McKellar,2617,-35.223217,149.07677,3,5,5,house,ACT575
7/03/2014,1070000,Griffith,2603,-35.327164,149.134096,2,3,3,house,ACT220
8/03/2014,343000,Dunlop,2615,-35.190408,149.019218,2,2,3,house,ACT578
8/03/2014,515000,Weston,2611,-35.336578,149.05687,2,1,3,house,ACT441
8/03/2014,538000,Gungahlin,2912,-35.18476,149.13566,2,2,4,house,ACT710
8/03/2014,774000,Ainslie,2602,-35.270173,149.145743,1,2,3,house,ACT104
8/03/2014,840000,Fisher,2611,-35.355584,149.051397,2,3,5,house,ACT443
10/03/2014,232000,Macquarie,2614,-35.249153,149.059461,1,1,1,house,ACT558
11/03/2014,470000,Palmerston,2913,-35.195201,149.123847,2,2,4,house,ACT709
11/03/2014,475000,Bonner,2914,-35.163079,149.135536,2,2,3,house,ACT719
11/03/2014,479000,Monash,2904,-35.418767,149.088644,2,2,3,house,ACT603
11/03/2014,514000,Theodore,2905,-35.450506,149.119909,2,2,4,house,ACT610
11/03/2014,790000,Amaroo,2914,-35.168753,149.118609,2,3,4,house,ACT707
12/03/2014,875000,O'Connor,2602,-35.2527913,149.132289,2,1,4,house,ACT103
12/03/2014,410000,Florey,2615,-35.232375,149.057396,1,2,2,house,ACT560
12/03/2014,445000,Charnwood,2615,-35.202306,149.033254,2,2,4,house,ACT570
12/03/2014,540000,Gungahlin,2912,-35.1815037,149.1361778,2,2,4,house,ACT710
12/03/2014,560000,Casey,2913,-35.1593789,149.0976239,2,2,4,house,ACT903
12/03/2014,565000,Gilmore,2905,-35.420481,149.133222,3,3,4,house,ACT608
12/03/2014,570000,Curtin,2605,-35.332729,149.082429,3,2,3,house,ACT328
12/03/2014,590000,Chisholm,2905,-35.424993,149.138786,2,2,4,house,ACT609
12/03/2014,760000,Harrison,2914,-35.187931,149.155131,2,2,4,house,ACT711
12/03/2014,786000,Weetangera,2614,-35.251101,149.052852,2,2,4,house,ACT562
12/03/2014,965000,Red Hill,2603,-35.338104,149.122954,2,4,3,house,ACT221
13/03/2014,365000,Uriarra Village,2611,-35.293043,148.922931,3,1,3,house,ACT927
13/03/2014,432000,Higgins,2615,-35.230535,149.030075,1,1,3,house,ACT567
13/03/2014,450000,Latham,2615,-35.216928,149.030955,2,1,3,house,ACT566
13/03/2014,462500,Kambah,2902,-35.37984,149.050386,4,2,3,house,ACT601
13/03/2014,485000,Flynn,2615,-35.202548,149.042336,2,2,4,house,ACT571
13/03/2014,510000,Waramanga,2611,-35.358331,149.062141,2,1,3,house,ACT442
13/03/2014,525000,Casey,2913,-35.1588471,149.1008854,2,2,4,house,ACT903
13/03/2014,725000,Mawson,2607,-35.365441,149.105084,4,2,4,house,ACT333
13/03/2014,735000,Bonner,2914,-35.1564801,149.1481404,3,2,4,house,ACT719
13/03/2014,915000,Weetangera,2614,-35.253434,149.051919,3,2,7,house,ACT562
14/03/2014,675000,Casey,2913,-35.175011,149.091101,2,2,4,house,ACT903
14/03/2014,470000,Chisholm,2905,-35.426793,149.125493,1,2,4,house,ACT609
14/03/2014,517000,Duffy,2611,-35.338219,149.030183,2,1,4,house,ACT446
14/03/2014,528000,Kambah,2902,-35.39601,149.04711,4,2,4,house,ACT601
14/03/2014,560000,Waramanga,2611,-35.348804,149.061791,2,3,4,house,ACT442
14/03/2014,595000,Oxley,2903,-35.411799,149.074068,2,2,4,house,ACT623
14/03/2014,610000,Casey,2913,-35.1603511,149.0999835,2,2,4,house,ACT903
14/03/2014,645000,Hackett,2602,-35.24518,149.164159,0,1,4,house,ACT126
14/03/2014,648000,Chapman,2611,-35.352188,149.033016,1,2,4,house,ACT444
14/03/2014,655000,Watson,2602,-35.2315654,149.1596666,2,1,3,house,ACT125
14/03/2014,745000,Wright,2611,-35.3266038,149.0413204,2,2,4,house,ACT907
14/03/2014,775000,Kambah,2902,-35.388187,149.079639,2,2,4,house,ACT601
14/03/2014,815000,Hawker,2614,-35.241512,149.039394,5,2,4,house,ACT563
15/03/2014,550000,Weetangera,2614,-35.254414,149.048326,2,2,4,house,ACT562
15/03/2014,450000,Fisher,2611,-35.361817,149.052255,3,2,3,house,ACT443
15/03/2014,450000,Fisher,2611,-35.363036,149.057987,3,2,3,house,ACT443
15/03/2014,369000,Melba,2615,-35.205131,149.059856,1,1,3,house,ACT572
15/03/2014,421000,Rivett,2611,-35.3436951,149.0466213,2,1,4,house,ACT445
15/03/2014,430000,Higgins,2615,-35.227635,149.027415,1,1,3,house,ACT567
15/03/2014,453000,Latham,2615,-35.216135,149.030553,1,1,4,house,ACT566
15/03/2014,517500,Fadden,2904,-35.402203,149.108913,2,2,4,house,ACT605
15/03/2014,532500,Casey,2913,-35.1611431,149.0998241,2,1,4,house,ACT903
15/03/2014,550000,Evatt,2617,-35.203131,149.076038,2,2,3,house,ACT574
15/03/2014,565000,Weston,2611,-35.337111,149.057473,2,2,4,house,ACT441
15/03/2014,601000,Chifley,2606,-35.353633,149.074851,1,2,3,house,ACT337
15/03/2014,635000,Narrabundah,2604,-35.339701,149.140881,2,1,3,house,ACT218
15/03/2014,695000,Isaacs,2607,-35.376461,149.116889,2,2,4,house,ACT336
15/03/2014,715000,Mawson,2607,-35.361514,149.103965,3,3,5,house,ACT333
15/03/2014,760000,Weetangera,2614,-35.24697,149.055698,3,3,5,house,ACT562
15/03/2014,765000,Downer,2602,-35.243122,149.137201,2,2,5,house,ACT124
15/03/2014,945000,O'Connor,2602,-35.266069,149.144867,3,1,3,house,ACT103
17/03/2014,2000000,Nicholls,2913,-35.195448,149.106714,4,3,6,house,ACT708
17/03/2014,375000,Banks,2906,-35.472449,149.098673,1,1,3,house,ACT614
17/03/2014,442000,Banks,2906,-35.469114,149.096288,1,1,4,house,ACT614
17/03/2014,537500,Nicholls,2913,-35.1850586,149.0999002,2,2,3,house,ACT708
17/03/2014,542000,Theodore,2905,-35.452474,149.117682,0,1,3,house,ACT610
17/03/2014,620000,Waramanga,2611,-35.348332,149.063032,2,1,4,house,ACT442
17/03/2014,646500,Spence,2615,-35.194867,149.067285,2,2,4,house,ACT576
18/03/2014,450000,Chisholm,2905,-35.419039,149.120681,2,2,3,house,ACT609
18/03/2014,350000,Isabella Plains,2905,-35.429483,149.087611,1,1,3,house,ACT612
18/03/2014,550000,Bonner,2914,-35.164451,149.139527,2,3,4,house,ACT719
18/03/2014,450000,Spence,2615,-35.204552,149.064748,2,2,3,house,ACT576
18/03/2014,366000,Bonython,2905,-35.4327043,149.0809968,1,1,3,house,ACT619
18/03/2014,410000,O'Connor,2602,-35.241781,149.152356,1,2,1,house,ACT103
18/03/2014,450000,Dunlop,2615,-35.197407,149.015312,2,2,4,house,ACT578
18/03/2014,493000,Wanniassa,2903,-35.399435,149.09888,2,2,3,house,ACT602
18/03/2014,570000,Macarthur,2904,-35.405032,149.132316,2,2,4,house,ACT606
18/03/2014,631500,Monash,2904,-35.413622,149.099852,2,2,4,house,ACT603
18/03/2014,670000,McKellar,2617,-35.222015,149.071894,2,3,3,house,ACT575
18/03/2014,1400000,Farrer,2607,-35.383042,149.113198,4,2,5,house,ACT334
19/03/2014,875000,O'Connor,2602,-35.233416,149.153097,4,2,3,house,ACT103
19/03/2014,445000,Melba,2615,-35.207558,149.058978,4,1,3,house,ACT572
19/03/2014,515000,MacGregor,2615,-35.2072856,149.0003805,2,1,4,house,ACT569
19/03/2014,526000,Forde,2914,-35.1621235,149.1500187,2,1,3,house,ACT716
19/03/2014,536000,Page,2614,-35.243207,149.052402,4,1,3,house,ACT561
19/03/2014,605000,Lyneham,2602,-35.2527913,149.132289,2,1,3,house,ACT101
19/03/2014,795000,Hackett,2602,-35.24502,149.166853,2,2,5,house,ACT126
19/03/2014,862000,Garran,2605,-35.339812,149.111889,2,2,4,house,ACT330
19/03/2014,980000,Griffith,2603,-35.317466,149.139353,1,2,3,house,ACT220
20/03/2014,675000,Conder,2906,-35.455578,149.101511,3,3,4,house,ACT613
20/03/2014,330000,Wanniassa,2903,-35.399104,149.103459,1,2,2,house,ACT602
20/03/2014,425000,Monash,2904,-35.416167,149.077571,2,1,3,house,ACT603
20/03/2014,475000,Monash,2904,-35.415919,149.079684,2,1,3,house,ACT603
20/03/2014,553000,Duffy,2611,-35.341554,149.03227,2,1,4,house,ACT446
20/03/2014,650000,Dickson,2602,-35.25627,149.138876,1,1,4,house,ACT102
20/03/2014,665000,Calwell,2905,-35.442105,149.110116,3,2,4,house,ACT611
20/03/2014,740000,Mawson,2607,-35.355848,149.096033,1,2,4,house,ACT333
20/03/2014,1234000,Garran,2605,-35.3358778,149.1123588,2,1,4,house,ACT330
21/03/2014,450000,Giralang,2617,-35.216035,149.088513,1,1,3,house,ACT552
21/03/2014,875000,O'Malley,2606,-35.3522539,149.0986983,2,2,5,house,ACT335
21/03/2014,2000000,Yarralumla,2600,-35.306829,149.104986,2,3,6,house,ACT212
21/03/2014,373000,MacGregor,2615,-35.2086,149.016569,1,1,3,house,ACT569
21/03/2014,380000,Chisholm,2905,-35.41918,149.117198,2,2,3,house,ACT609
21/03/2014,390000,Ngunnawal,2913,-35.161793,149.107393,1,2,3,house,ACT706
21/03/2014,449000,Casey,2913,-35.177254,149.090634,2,1,3,house,ACT903
21/03/2014,468000,Cook,2614,-35.253898,149.073671,1,3,3,house,ACT557
21/03/2014,487500,Chisholm,2905,-35.420388,149.130188,2,2,3,house,ACT609
21/03/2014,490000,Amaroo,2914,-35.165937,149.12742,2,4,4,house,ACT707
21/03/2014,490000,Gilmore,2905,-35.416835,149.143829,3,2,4,house,ACT608
21/03/2014,549000,Narrabundah,2604,-35.343916,149.143253,1,1,3,house,ACT218
21/03/2014,565000,Bonython,2905,-35.434246,149.08478,3,2,5,house,ACT619
21/03/2014,591000,Latham,2615,-35.20781,149.029519,2,1,4,house,ACT566
21/03/2014,661600,Forde,2914,-35.1701427,149.1479246,2,2,3,house,ACT716
21/03/2014,720000,Garran,2605,-35.345841,149.106077,2,2,4,house,ACT330
21/03/2014,1100000,Pearce,2607,-35.357041,149.081615,2,1,4,house,ACT331
21/03/2014,1500000,Yarralumla,2600,-35.302821,149.097361,2,3,4,house,ACT212
22/03/2014,550000,Theodore,2905,-35.449656,149.117992,2,2,4,house,ACT610
22/03/2014,430000,Scullin,2614,-35.229185,149.03929,3,1,3,house,ACT564
22/03/2014,437000,MacGregor,2615,-35.211612,148.999472,2,1,3,house,ACT569
22/03/2014,565000,McKellar,2617,-35.221278,149.074035,2,1,3,house,ACT575
22/03/2014,702000,Torrens,2607,-35.375081,149.091174,2,2,5,house,ACT332
22/03/2014,705000,Hughes,2605,-35.330417,149.09336,3,2,3,house,ACT327
22/03/2014,838000,Mawson,2607,-35.369716,149.103058,3,3,4,house,ACT333
22/03/2014,840000,Garran,2605,-35.343922,149.114529,2,4,4,house,ACT330
22/03/2014,900000,Narrabundah,2604,-35.33225,149.156484,2,3,4,house,ACT218
22/03/2014,1005000,Reid,2612,-35.284064,149.135615,3,2,4,house,ACT109
22/03/2014,1115000,Duffy,2611,-35.336873,149.026813,2,1,4,house,ACT446
23/03/2014,440000,Melba,2615,-35.206735,149.063116,3,1,3,house,ACT572
24/03/2014,330000,Chisholm,2905,-35.420408,149.115247,1,1,2,house,ACT609
24/03/2014,355000,Bonner,2914,-35.163289,149.135807,2,2,4,house,ACT719
24/03/2014,360000,Charnwood,2615,-35.200889,149.039592,2,1,3,house,ACT570
24/03/2014,417000,Kaleen,2617,-35.221888,149.105824,2,1,3,house,ACT553
24/03/2014,440000,Evatt,2617,-35.22015,149.061235,1,1,3,house,ACT574
24/03/2014,475000,Gordon,2906,-35.470391,149.087318,11,2,4,house,ACT616
24/03/2014,482500,Gilmore,2905,-35.415726,149.134908,2,1,3,house,ACT608
24/03/2014,750000,Lyons,2606,-35.34482,149.081652,0,1,4,house,ACT329
24/03/2014,865000,Red Hill,2603,-35.341355,149.136104,1,3,3,house,ACT221
24/03/2014,865000,Yarralumla,2600,-35.312195,149.096472,1,1,4,house,ACT212
25/03/2014,675000,Aranda,2614,-35.256737,149.076107,2,2,1,house,ACT556
25/03/2014,675000,Gordon,2906,-35.462188,149.077447,2,2,4,house,ACT616
25/03/2014,350000,Ngunnawal,2913,-35.172676,149.113959,1,2,3,house,ACT706
25/03/2014,361500,MacGregor,2615,-35.214736,149.010203,1,1,3,house,ACT569
25/03/2014,380000,Bonner,2914,-35.160028,149.138213,1,1,2,house,ACT719
25/03/2014,382500,Gordon,2906,-35.467698,149.086545,1,1,3,house,ACT616
25/03/2014,405000,Latham,2615,-35.217255,149.037217,1,2,3,house,ACT566
25/03/2014,457000,Casey,2913,-35.1614,149.0960229,2,1,3,house,ACT903
25/03/2014,489950,Kingston,2604,-35.3150713,149.1404992,1,2,3,house,ACT217
25/03/2014,530000,Nicholls,2913,-35.185027,149.090777,2,2,4,house,ACT708
25/03/2014,540000,Torrens,2607,-35.370704,149.087948,1,2,3,house,ACT332
25/03/2014,593000,Conder,2906,-35.455896,149.100842,2,3,4,house,ACT613
25/03/2014,877500,Garran,2605,-35.335126,149.111828,2,2,3,house,ACT330
26/03/2014,450000,Kambah,2902,-35.382342,149.062753,2,2,3,house,ACT601
26/03/2014,550000,Richardson,2905,-35.419797,149.114402,1,2,4,house,ACT607
26/03/2014,295000,Charnwood,2615,-35.201209,149.036016,2,1,3,house,ACT570
26/03/2014,405000,Charnwood,2615,-35.195587,149.041245,3,1,3,house,ACT570
26/03/2014,420000,MacGregor,2615,-35.2086614,149.0034262,1,1,3,house,ACT569
26/03/2014,445000,Evatt,2617,-35.207544,149.078139,2,1,3,house,ACT574
26/03/2014,455000,Mawson,2607,-35.365714,149.0954216,2,2,3,house,ACT333
26/03/2014,575000,Waramanga,2611,-35.355407,149.061999,5,3,4,house,ACT442
26/03/2014,595000,Conder,2906,-35.468412,149.113201,2,2,4,house,ACT613
26/03/2014,750000,Campbell,2612,-35.287678,149.150892,0,2,4,house,ACT110
26/03/2014,828000,Deakin,2600,-35.313066,149.106821,2,1,3,house,ACT215
26/03/2014,1480000,Kingston,2604,-35.319379,149.146785,2,3,4,house,ACT217
26/03/2014,1650000,Yarralumla,2600,-35.303536,149.096927,2,2,4,house,ACT212
27/03/2014,550000,Braddon,2612,-35.268613,149.132857,2,2,2,house,ACT106
27/03/2014,450000,Duffy,2611,-35.331274,149.03875,0,2,3,house,ACT446
27/03/2014,317500,MacGregor,2615,-35.21066,149.001999,1,1,2,house,ACT569
27/03/2014,387000,Bonython,2905,-35.433378,149.083042,2,2,3,house,ACT619
27/03/2014,400000,Wanniassa,2903,-35.401948,149.104467,2,3,3,house,ACT602
27/03/2014,400000,Bonner,2914,-35.1629876,149.1381273,2,2,3,house,ACT719
27/03/2014,425000,Fisher,2611,-35.362992,149.057765,1,1,3,house,ACT443
27/03/2014,428000,Kambah,2902,-35.373816,149.053063,5,1,3,house,ACT601
27/03/2014,490000,Casey,2913,-35.1750022,149.0863341,1,2,3,house,ACT903
27/03/2014,495000,Kambah,2902,-35.390615,149.033652,2,2,4,house,ACT601
27/03/2014,565000,Higgins,2615,-35.226283,149.031037,1,1,4,house,ACT567
27/03/2014,565000,Harrison,2914,-35.189107,149.1581,2,3,4,house,ACT711
27/03/2014,650000,Crace,2911,-35.1996305,149.1094168,2,2,4,house,ACT904
27/03/2014,675000,Campbell,2612,-35.286166,149.154745,1,1,3,house,ACT110
27/03/2014,676000,Forde,2914,-35.1793322,149.1435663,18,2,9,house,ACT716
27/03/2014,792500,Garran,2605,-35.341021,149.099346,2,2,3,house,ACT330
28/03/2014,675000,Aranda,2614,-35.256675,149.079941,2,2,4,house,ACT556
28/03/2014,320000,Page,2614,-35.2366206,149.0540189,1,1,2,house,ACT561
28/03/2014,350000,Wanniassa,2903,-35.40459,149.100371,2,3,3,house,ACT602
28/03/2014,398500,MacGregor,2615,-35.211303,149.012833,2,3,3,house,ACT569
28/03/2014,440000,Charnwood,2615,-35.194065,149.04035,4,2,4,house,ACT570
28/03/2014,443000,Amaroo,2914,-35.170546,149.12411,2,2,3,house,ACT707
28/03/2014,472000,Palmerston,2913,-35.195008,149.124622,2,2,4,house,ACT709
28/03/2014,525000,Evatt,2617,-35.219894,149.063608,1,2,4,house,ACT574
28/03/2014,529000,Waramanga,2611,-35.357984,149.062766,2,2,4,house,ACT442
28/03/2014,652000,Bonner,2914,-35.1567669,149.1381644,2,4,4,house,ACT719
28/03/2014,690000,Lyneham,2602,-35.243819,149.126077,0,1,4,house,ACT101
28/03/2014,808000,Yarralumla,2600,-35.310188,149.108202,2,2,3,house,ACT212
28/03/2014,870000,Nicholls,2913,-35.18075,149.104137,4,3,4,house,ACT708
29/03/2014,450000,Kambah,2902,-35.382265,149.049909,3,2,3,house,ACT601
29/03/2014,555000,Pearce,2607,-35.366368,149.081502,1,1,3,house,ACT331
29/03/2014,615000,Florey,2615,-35.227127,149.058886,2,1,5,house,ACT560
29/03/2014,660000,Ngunnawal,2913,-35.171862,149.106207,3,1,4,house,ACT706
29/03/2014,660000,Calwell,2905,-35.436732,149.111616,2,2,5,house,ACT611
29/03/2014,910000,Casey,2913,-35.1603511,149.0999835,3,2,4,house,ACT903
29/03/2014,975000,Deakin,2600,-35.315754,149.100393,3,1,4,house,ACT215
29/03/2014,1000000,Garran,2605,-35.340318,149.103285,4,2,5,house,ACT330
29/03/2014,1015000,O'Connor,2602,-35.263446,149.122759,2,2,4,house,ACT103
29/03/2014,1370000,Hackett,2602,-35.244913,149.160989,5,4,6,house,ACT126
31/03/2014,675000,Banks,2906,-35.47527,149.096471,2,2,5,house,ACT614
31/03/2014,675000,O'Connor,2602,-35.232003,149.160475,1,1,3,house,ACT103
31/03/2014,450000,Gordon,2906,-35.462075,149.089576,1,1,3,house,ACT616
31/03/2014,370000,Richardson,2905,-35.423983,149.111142,2,1,3,house,ACT607
31/03/2014,389000,MacGregor,2615,-35.2072856,149.0003805,1,1,3,house,ACT569
31/03/2014,430000,Gowrie,2904,-35.4150111,149.1084036,2,1,3,house,ACT604
31/03/2014,435000,Kambah,2902,-35.39134,149.052743,2,1,3,house,ACT601
31/03/2014,490000,Watson,2602,-35.229951,149.156186,1,1,3,house,ACT125
31/03/2014,494000,Bonython,2905,-35.432418,149.070824,2,2,4,house,ACT619
31/03/2014,500000,Richardson,2905,-35.42727,149.113701,1,2,4,house,ACT607
31/03/2014,512500,Harrison,2914,-35.187931,149.155131,2,2,5,house,ACT711
31/03/2014,543000,Amaroo,2914,-35.172168,149.120222,2,2,4,house,ACT707
31/03/2014,591000,Casey,2913,-35.171412,149.0911159,2,2,4,house,ACT903
31/03/2014,675000,Ainslie,2602,-35.268286,149.147991,4,1,3,house,ACT104
31/03/2014,780000,Kaleen,2617,-35.217942,149.11133,2,1,5,house,ACT553
31/03/2014,850000,Forde,2914,-35.166913,149.14459,2,3,4,house,ACT716
31/03/2014,1200000,Griffith,2603,-35.325331,149.131516,2,3,4,house,ACT220
1/04/2014,675000,Campbell,2612,-35.28735,149.145745,1,1,3,house,ACT110
1/04/2014,350000,Theodore,2905,-35.450079,149.120329,1,1,3,house,ACT610
1/04/2014,350000,Charnwood,2615,-35.197132,149.042234,4,1,3,house,ACT570
1/04/2014,357500,Latham,2615,-35.218143,149.027271,1,1,2,house,ACT566
1/04/2014,420000,Franklin,2913,-35.193373,149.1477138,1,2,3,house,ACT902
1/04/2014,440000,Kambah,2902,-35.381602,149.075782,2,2,3,house,ACT601
1/04/2014,472000,Amaroo,2914,-35.172065,149.1331,2,2,3,house,ACT707
1/04/2014,515000,Duffy,2611,-35.34088,149.034679,2,1,3,house,ACT446
1/04/2014,575000,Fadden,2904,-35.402588,149.116316,2,2,4,house,ACT605
1/04/2014,725000,Florey,2615,-35.229277,149.049926,4,2,6,house,ACT560
1/04/2014,940000,Nicholls,2913,-35.18397,149.099719,4,4,5,house,ACT708
1/04/2014,1050000,Chapman,2611,-35.359066,149.032639,2,1,5,house,ACT444
2/04/2014,550000,Bonython,2905,-35.4286,149.080176,2,3,5,house,ACT619
2/04/2014,370000,Holt,2615,-35.222125,149.007563,2,1,2,house,ACT568
2/04/2014,371000,Ngunnawal,2913,-35.1701444,149.1013954,2,1,3,house,ACT706
2/04/2014,385000,Calwell,2905,-35.436321,149.11302,1,1,3,house,ACT611
2/04/2014,390000,Palmerston,2913,-35.197763,149.117439,2,2,3,house,ACT709
2/04/2014,420000,Watson,2602,-35.228568,149.155863,1,2,3,house,ACT125
2/04/2014,436000,Cook,2614,-35.259763,149.070721,1,1,2,house,ACT557
2/04/2014,445000,Amaroo,2914,-35.166715,149.126234,1,2,3,house,ACT707
2/04/2014,500000,Forde,2914,-35.1732683,149.1427234,2,2,3,house,ACT716
2/04/2014,505000,Florey,2615,-35.224148,149.058701,3,2,3,house,ACT560
2/04/2014,545000,Mawson,2607,-35.357691,149.093324,1,1,3,house,ACT333
2/04/2014,620000,Kambah,2902,-35.387084,149.073151,4,1,5,house,ACT601
